id,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,level
49906,2.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,Adult,College Student,H,XY,Good,No,O,E,mlyzmhmf,City_2,0.0,0.0,xqicxuve,rcertsgn,0
8405,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,2.0,4.0,1.0,1.0,Adult,College Grad,W,XX,Average,Yes,O,E,kbazzjca,City_3,2.0,2.0,wxleyezf,emcorrxb,0
38246,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,Senior,High Schooler,W,XY,Good,No,O,E,atmpeygn,City_3,0.0,0.0,xqicxuve,uqqtjvyb,0
44995,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.0,2.0,2.0,4.0,2.0,1.0,Young Adult,College Grad,W,XY,Good,Yes,O,E,lzgpxyit,City_2,1.0,2.0,mfikgejo,hfxkjkmi,0
23946,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,4.0,4.0,2.0,4.0,4.0,4.0,Adult,< 12 Years,W,XY,Average,Yes,O,E,oxchjgsf,City_2,2.0,2.0,ldnlellj,kldqjyjy,0
16339,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,,3.0,,,,,,Senior,,W,XX,,,,,lzgpxyit,City_3,0.0,0.0,,,1
40937,0.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,Adult,College Student,H,XX,Good,No,O,E,kbazzjca,City_2,0.0,2.0,arjwrbjb,qxajmpny,0
29889,3.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,4.0,4.0,2.0,4.0,Adult,High Schooler,B,XX,Good,Yes,O,E,fpwskwrf,City_2,0.0,2.0,xqicxuve,uqqtjvyb,0
25925,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,5.0,2.0,1.0,Young Adult,< 12 Years,W,XY,Average,No,O,,lrircsnp,City_1,2.0,0.0,,,0
15600,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,5.0,2.0,1.0,4.0,4.0,4.0,Young Adult,High Schooler,W,XX,Good,No,O,,oxchjgsf,City_3,2.0,0.0,,,1
36930,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,5.0,5.0,5.0,5.0,Adult,High Schooler,B,XX,Bad,No,R,,lzgpxyit,City_2,1.0,0.0,,,3
41676,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,3.0,2.0,2.0,4.0,2.0,1.0,Adult,< 12 Years,W,XY,Good,Yes,R,E,kbazzjca,City_2,1.0,1.0,saaquncn,vlluhbov,0
26480,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,4.0,3.0,2.0,4.0,3.0,4.0,Adult,College Grad,H,XX,Good,Yes,O,E,bhuqouqj,City_3,1.0,2.0,saaquncn,vlluhbov,0
369,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.0,2.0,1.0,4.0,2.0,1.0,Young Adult,High Schooler,W,XY,Bad,No,O,U,qufhixun,City_1,1.0,0.0,,,0
24159,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,4.0,3.0,4.0,Senior,College Grad,H,XY,,Yes,,,fpwskwrf,City_2,1.0,0.0,,,0
38489,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,,4.0,2.0,4.0,4.0,2.0,5.0,Adult,College Student,W,XX,Good,Yes,O,E,atmpeygn,City_3,2.0,0.0,fcxhlnwr,cmhcxjea,0
39538,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,3.0,3.0,2.0,2.0,3.0,4.0,Senior,High Schooler,B,XX,Good,No,R,,fpwskwrf,City_2,0.0,0.0,,,1
13251,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.0,5.0,4.0,4.0,Senior,College Student,W,XX,Good,No,O,,lzgpxyit,City_2,0.0,0.0,,,1
19273,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,3.0,1.0,4.0,5.0,3.0,5.0,Senior,College Student,B,XX,Good,Yes,R,E,lzgpxyit,City_1,1.0,0.0,rucpziij,tfqavkke,0
45512,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.0,2.0,2.0,4.0,4.0,2.0,Young Adult,,W,XY,,,,,lzgpxyit,City_2,1.0,1.0,,,1
6673,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,2.0,4.0,5.0,4.0,1.0,Senior,College Grad,W,XX,Good,No,O,,qufhixun,City_1,0.0,0.0,,,1
46267,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,,5.0,2.0,1.0,5.0,4.0,1.0,Senior,High Schooler,W,XX,Good,Yes,O,,qufhixun,City_2,1.0,0.0,,,1
9368,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,4.0,5.0,5.0,2.0,Young Adult,< 12 Years,H,XY,Good,No,R,,qufhixun,City_1,1.0,0.0,,,2
2919,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,4.0,2.0,4.0,5.0,2.0,2.0,Senior,College Grad,W,XX,Good,No,O,E,atmpeygn,City_2,0.0,0.0,fcxhlnwr,hodpvpew,3
20910,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,,,1.0,0.0,0.0,,2.0,1.0,2.0,1.0,2.0,2.0,Senior,High Schooler,B,XX,Good,No,O,,fpwskwrf,City_2,0.0,0.0,,,0
42779,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,4.0,4.0,2.0,5.0,5.0,4.0,Adult,< 12 Years,H,XX,,Yes,O,,kbazzjca,City_2,1.0,3.0,,,3
4175,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,1.0,4.0,2.0,4.0,Young Adult,College Student,W,XY,Good,Yes,R,E,mlyzmhmf,City_1,1.0,0.0,haxffmxo,dcjcmpih,3
188,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,2.0,4.0,4.0,2.0,Senior,< 12 Years,W,XX,Good,No,O,E,lrircsnp,City_3,2.0,0.0,saaquncn,mxkfnird,0
10512,1.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,4.0,1.0,2.0,4.0,4.0,2.0,Senior,College Grad,W,XX,Average,Yes,O,E,fpwskwrf,City_1,1.0,0.0,wxleyezf,emcorrxb,1
8459,2.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,,,0.0,0.0,0.0,,5.0,3.0,2.0,5.0,2.0,1.0,Adult,High Schooler,W,XX,Good,Yes,O,E,lzgpxyit,City_1,1.0,1.0,mfikgejo,xgwztkwe,0
16744,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,2.0,5.0,1.0,1.0,Senior,College Grad,W,XX,,Yes,,E,dqpwygqj,City_1,1.0,0.0,wlfvacwt,xgwztkwe,1
17210,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,3.0,5.0,4.0,5.0,4.0,2.0,Senior,< 12 Years,O,XX,,,R,,mlyzmhmf,City_3,0.0,0.0,,,1
389,0.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,5.0,1.0,1.0,Young Adult,High Schooler,B,XY,Average,No,R,E,mlyzmhmf,City_2,0.0,0.0,haxffmxo,dcjcmpih,3
14127,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.0,4.0,2.0,2.0,2.0,1.0,Adult,College Grad,W,XY,Average,Yes,O,E,oxchjgsf,City_2,1.0,2.0,arjwrbjb,hodpvpew,0
32718,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,3.0,2.0,3.0,2.0,2.0,Young Adult,,O,XX,,,,,bhuqouqj,City_1,1.0,1.0,,,0
50644,3.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,4.0,2.0,4.0,5.0,1.0,1.0,Senior,College Student,W,XX,Bad,No,O,,lzgpxyit,City_2,0.0,0.0,,,1
44194,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,3.0,2.0,2.0,4.0,2.0,1.0,Adult,College Grad,W,XX,Average,Yes,O,E,kbazzjca,City_1,1.0,0.0,pxcmvdjn,xgwztkwe,1
8393,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,2.0,4.0,4.0,5.0,5.0,Young Adult,High Schooler,O,XX,Bad,No,O,,lrircsnp,City_1,3.0,1.0,,,1
13379,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,Young Adult,High Schooler,W,XY,Good,No,R,E,kbazzjca,City_1,0.0,0.0,mcubkhph,oijqvulv,0
9132,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,1.0,1.0,5.0,2.0,1.0,Senior,College Grad,W,XY,Good,Yes,O,,mlyzmhmf,City_1,1.0,0.0,,,1
14213,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,4.0,4.0,5.0,4.0,4.0,Young Adult,College Grad,O,XX,Good,Yes,R,,fpwskwrf,City_2,1.0,0.0,,,3
17967,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,4.0,2.0,1.0,4.0,2.0,1.0,Young Adult,College Grad,W,XY,Average,Yes,O,E,qufhixun,City_1,1.0,3.0,haxffmxo,dcjcmpih,1
7967,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,Adult,College Student,B,XX,Average,Yes,O,E,fpwskwrf,City_1,2.0,1.0,arjwrbjb,hfxkjkmi,0
17577,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,,4.0,4.0,4.0,4.0,1.0,1.0,Adult,College Grad,O,XY,Average,Yes,O,E,dqpwygqj,City_1,1.0,0.0,fcxhlnwr,hodpvpew,1
12562,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,4.0,2.0,2.0,4.0,2.0,2.0,Adult,High Schooler,W,XX,Bad,No,R,,kbazzjca,City_3,1.0,0.0,,,0
13434,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,4.0,2.0,4.0,4.0,5.0,Senior,High Schooler,W,XX,Good,Yes,O,E,atmpeygn,City_3,1.0,0.0,fcxhlnwr,haliazsg,1
41498,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,1.0,5.0,1.0,2.0,Adult,High Schooler,W,XX,Good,No,O,E,lrircsnp,City_3,0.0,0.0,pxcmvdjn,xgwztkwe,2
24134,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,5.0,4.0,4.0,5.0,4.0,1.0,Adult,College Grad,W,XX,Average,No,,E,fpwskwrf,City_1,2.0,0.0,wxleyezf,emcorrxb,1
22493,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,3.0,2.0,5.0,3.0,1.0,Senior,High Schooler,W,XX,Good,No,O,,qufhixun,City_3,0.0,0.0,,,3
975,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,2.0,5.0,4.0,2.0,4.0,Young Adult,High Schooler,W,XX,Bad,Yes,O,E,lrircsnp,City_3,1.0,2.0,wxleyezf,emcorrxb,0
16193,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,5.0,2.0,2.0,5.0,4.0,2.0,Adult,College Grad,W,XX,Good,No,R,E,bhuqouqj,City_1,0.0,2.0,wxleyezf,bxpfxfdn,1
21906,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,,4.0,4.0,2.0,1.0,4.0,Adult,College Grad,W,XY,Average,No,O,E,lzgpxyit,City_2,1.0,3.0,ldnlellj,kldqjyjy,0
19506,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,4.0,5.0,5.0,1.0,Adult,College Grad,W,XX,Bad,No,O,E,fpwskwrf,City_1,1.0,3.0,wxleyezf,emcorrxb,3
8288,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,3.0,2.0,2.0,5.0,3.0,4.0,Senior,High Schooler,W,XX,Good,No,R,E,bhuqouqj,City_1,0.0,0.0,xqicxuve,oijqvulv,1
50488,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,,4.0,4.0,2.0,4.0,4.0,2.0,Senior,College Grad,W,XY,Average,Yes,O,E,atmpeygn,City_1,1.0,0.0,ldnlellj,ccgxvspp,1
42896,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,4.0,2.0,4.0,4.0,2.0,4.0,Adult,College Student,W,XX,Good,Yes,O,E,fpwskwrf,City_3,2.0,2.0,fcxhlnwr,vlluhbov,0
19577,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,3.0,1.0,3.0,2.0,2.0,Senior,High Schooler,B,XY,Good,No,O,,mlyzmhmf,City_2,2.0,0.0,,,0
44316,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,5.0,5.0,4.0,4.0,4.0,4.0,Adult,College Grad,O,XY,Average,Yes,O,E,kbazzjca,City_2,1.0,1.0,ldnlellj,ccgxvspp,1
38345,3.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,5.0,4.0,5.0,4.0,5.0,4.0,Young Adult,High Schooler,W,XY,Bad,No,R,E,oxchjgsf,City_2,0.0,0.0,fcxhlnwr,emcorrxb,2
15169,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,5.0,4.0,5.0,5.0,4.0,Young Adult,College Student,W,XX,Good,No,R,E,atmpeygn,City_1,1.0,0.0,rucpziij,tfqavkke,3
25060,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,5.0,1.0,Senior,College Student,W,XX,Bad,No,R,E,atmpeygn,City_1,0.0,0.0,ldnlellj,hodpvpew,0
22684,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,4.0,2.0,2.0,4.0,2.0,2.0,Young Adult,High Schooler,H,XY,Good,No,O,U,mlyzmhmf,City_1,3.0,0.0,,,0
24450,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,,3.0,2.0,4.0,4.0,2.0,1.0,Adult,College Grad,W,XX,Average,Yes,O,E,mlyzmhmf,City_2,1.0,0.0,vjjrobsf,oijqvulv,0
25338,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,5.0,4.0,4.0,5.0,4.0,Senior,< 12 Years,H,XX,Good,Yes,O,,lzgpxyit,City_3,1.0,0.0,,,0
36243,3.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,,5.0,1.0,2.0,5.0,4.0,1.0,Adult,College Student,W,XX,Average,Yes,O,,lzgpxyit,City_1,1.0,0.0,,,1
48635,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,2.0,4.0,4.0,1.0,Adult,College Student,W,XY,Good,No,O,E,atmpeygn,City_3,0.0,0.0,atmlpfrs,xqwwgdyp,1
1916,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,1.0,5.0,3.0,1.0,Senior,College Grad,W,XY,Good,Yes,O,E,kbazzjca,City_1,1.0,0.0,wxleyezf,emcorrxb,1
39888,1.0,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,4.0,1.0,2.0,Adult,High Schooler,H,XY,Good,No,O,E,lzgpxyit,City_1,1.0,1.0,dotnnunm,,0
4349,3.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,2.0,5.0,4.0,2.0,Adult,College Grad,W,XX,Good,Yes,O,E,mlyzmhmf,City_1,1.0,3.0,pxcmvdjn,xgwztkwe,1
31547,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,4.0,1.0,5.0,4.0,1.0,Senior,College Grad,W,XX,Average,Yes,O,E,dqpwygqj,City_1,2.0,0.0,fcxhlnwr,cmhcxjea,3
22158,3.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,1.0,2.0,4.0,4.0,4.0,Senior,High Schooler,B,XX,Bad,No,R,,kbazzjca,City_2,0.0,0.0,,,0
7717,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,4.0,1.0,1.0,4.0,1.0,1.0,Senior,High Schooler,W,XX,Good,Yes,O,E,atmpeygn,City_3,1.0,0.0,saaquncn,mxkfnird,0
24757,3.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,4.0,1.0,1.0,5.0,4.0,1.0,Senior,College Grad,W,XX,Good,Yes,O,,fpwskwrf,City_3,1.0,0.0,,,3
51241,3.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,1.0,4.0,4.0,Young Adult,College Student,W,XY,Bad,Yes,R,U,lzgpxyit,City_3,1.0,1.0,,,0
19549,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,2.0,1.0,1.0,5.0,1.0,1.0,Senior,< 12 Years,W,XX,Bad,No,R,,lzgpxyit,City_3,0.0,0.0,,,1
34487,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,1.0,4.0,1.0,1.0,Adult,High Schooler,W,XY,,Yes,O,E,fpwskwrf,City_1,1.0,0.0,xicduogh,qxajmpny,0
29193,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,4.0,4.0,2.0,Young Adult,College Grad,W,XX,Good,Yes,R,E,qufhixun,City_2,1.0,0.0,vjjrobsf,mxkfnird,0
15762,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,5.0,5.0,4.0,5.0,5.0,1.0,Young Adult,College Grad,W,XX,Average,Yes,O,E,qufhixun,City_2,1.0,3.0,fcxhlnwr,cmhcxjea,3
18169,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,2.0,4.0,4.0,2.0,Adult,College Student,W,XX,Average,No,O,E,bhuqouqj,City_2,0.0,0.0,cfqqtusy,xtkaffoo,1
4524,2.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,4.0,2.0,2.0,4.0,2.0,4.0,Adult,College Grad,H,XX,Good,No,O,E,lrircsnp,City_2,1.0,0.0,fcxhlnwr,mxkfnird,0
10404,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.0,2.0,1.0,4.0,1.0,1.0,Adult,College Student,W,XY,Average,Yes,O,E,oxchjgsf,City_1,1.0,0.0,rucpziij,mxkfnird,0
5408,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,4.0,1.0,5.0,4.0,1.0,Senior,College Grad,W,XY,Good,No,R,,fpwskwrf,City_2,0.0,0.0,,,1
18060,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,4.0,4.0,4.0,4.0,4.0,4.0,Senior,College Grad,W,XY,Average,Yes,O,E,fpwskwrf,City_2,1.0,0.0,xicduogh,qxajmpny,1
14637,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,2.0,2.0,4.0,2.0,2.0,Young Adult,College Grad,W,XX,Good,No,O,,bhuqouqj,City_3,2.0,0.0,,,0
43526,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,2.0,1.0,1.0,4.0,4.0,Young Adult,,B,XY,,,,,fpwskwrf,City_2,1.0,2.0,,,0
19596,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,4.0,2.0,4.0,4.0,2.0,1.0,Young Adult,College Student,W,XX,Good,No,O,,mlyzmhmf,City_1,1.0,1.0,,,0
44255,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,4.0,2.0,4.0,1.0,2.0,4.0,Young Adult,College Student,W,XX,Good,No,O,,lzgpxyit,City_2,1.0,0.0,,,0
3737,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,5.0,4.0,4.0,5.0,4.0,4.0,Senior,College Grad,W,XX,,No,O,,lrircsnp,City_1,0.0,0.0,,,1
1267,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,1.0,0.0,0.0,1.0,4.0,1.0,1.0,5.0,4.0,1.0,Senior,< 12 Years,W,XY,Good,Yes,O,,fpwskwrf,City_1,1.0,0.0,,,3
9488,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,,3.0,5.0,5.0,5.0,5.0,5.0,Senior,< 12 Years,W,XY,Bad,No,O,,lrircsnp,City_1,0.0,0.0,,,0
35921,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,2.0,4.0,5.0,2.0,Young Adult,College Grad,W,XY,Good,No,R,E,atmpeygn,City_2,0.0,0.0,mfikgejo,xgwztkwe,3
14749,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,2.0,2.0,5.0,4.0,2.0,Senior,College Student,W,XY,Good,No,O,,kbazzjca,City_2,0.0,0.0,,,0
24473,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,4.0,4.0,2.0,4.0,4.0,4.0,Senior,College Grad,W,XX,Good,No,O,,atmpeygn,City_3,0.0,0.0,,,1
44255,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,4.0,2.0,4.0,1.0,2.0,4.0,Young Adult,College Student,W,XX,Good,No,O,,lzgpxyit,City_2,1.0,0.0,,,0
11833,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,1.0,1.0,2.0,1.0,1.0,Young Adult,College Student,W,XY,Average,No,R,,kbazzjca,City_2,1.0,0.0,,,0
28432,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,5.0,4.0,1.0,5.0,Senior,College Student,W,XX,Good,No,R,,lrircsnp,City_3,0.0,0.0,,,0
19249,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,2.0,5.0,2.0,1.0,Adult,College Grad,W,XY,Good,No,O,E,bhuqouqj,City_1,0.0,0.0,ldnlellj,kldqjyjy,3
17917,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,4.0,5.0,5.0,4.0,1.0,Senior,College Grad,W,XY,Good,No,O,,bhuqouqj,City_1,0.0,0.0,,,2
10250,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,1.0,5.0,2.0,1.0,Senior,College Grad,W,XX,Average,Yes,O,,atmpeygn,City_1,1.0,0.0,,,3
